time,pm10,pm2_5,carbon_monoxide,carbon_dioxide,nitrogen_dioxide,sulphur_dioxide,ozone,aerosol_optical_depth,dust,uv_index,uv_index_clear_sky,methane
2023-01-01T00:00,136.4,87.5,1965.0,,63.7,39.6,18.0,0.36,31.0,0.0,0.0,
2023-01-01T01:00,135.0,87.5,1708.0,,64.2,38.3,17.0,0.37,28.0,0.0,0.0,
2023-01-01T02:00,134.1,87.8,1427.0,,64.1,37.1,17.0,0.38,24.0,0.0,0.0,
2023-01-01T03:00,136.9,90.8,1290.0,,61.5,37.0,17.0,0.38,21.0,0.0,0.0,
2023-01-01T04:00,140.6,94.1,1195.0,,57.8,37.2,17.0,0.39,19.0,0.0,0.0,
2023-01-01T05:00,135.5,91.0,1277.0,,55.0,38.2,19.0,0.42,15.0,0.0,0.0,
2023-01-01T06:00,134.6,90.8,1647.0,,60.2,38.2,18.0,0.39,14.0,0.0,0.0,
2023-01-01T07:00,145.3,99.2,2166.0,,67.5,38.3,16.0,0.39,13.0,0.05,0.05,
2023-01-01T08:00,154.6,105.7,2539.0,,71.9,40.3,23.0,0.39,11.0,0.45,0.45,
2023-01-01T09:00,150.4,102.9,2278.0,,66.8,44.7,41.0,0.37,10.0,1.3,1.3,
2023-01-01T10:00,132.2,89.9,1743.0,,57.3,50.8,67.0,0.37,9.0,2.4,2.4,
2023-01-01T11:00,112.0,76.4,1133.0,,45.7,57.1,100.0,0.39,8.0,3.2,3.25,
2023-01-01T12:00,102.2,69.8,902.0,,37.3,58.0,123.0,0.43,7.0,3.35,3.4,
2023-01-01T13:00,96.6,66.4,764.0,,29.4,57.2,146.0,0.46,6.0,2.75,2.8,
2023-01-01T14:00,94.5,65.0,840.0,,31.8,59.2,157.0,0.5,5.0,1.75,1.8,
2023-01-01T15:00,93.1,64.0,1091.0,,53.7,64.8,139.0,0.52,5.0,0.8,0.8,
2023-01-01T16:00,94.5,65.2,1506.0,,86.4,72.6,105.0,0.52,4.0,0.2,0.2,
2023-01-01T17:00,152.3,105.2,2391.0,,121.9,71.8,48.0,0.71,6.0,0.0,0.0,
2023-01-01T18:00,201.6,139.7,3602.0,,143.1,84.7,36.0,0.69,6.0,0.0,0.0,
2023-01-01T19:00,244.9,170.0,5331.0,,173.1,102.9,18.0,0.66,6.0,0.0,0.0,
2023-01-01T20:00,283.1,196.5,7418.0,,201.1,125.8,0.0,0.64,6.0,0.0,0.0,
2023-01-01T21:00,314.8,218.9,8535.0,,202.1,138.7,0.0,0.62,6.0,0.0,0.0,
2023-01-01T22:00,339.9,236.6,9462.0,,193.1,150.1,0.0,0.6,6.0,0.0,0.0,
2023-01-01T23:00,354.8,246.8,10155.0,,176.6,160.4,0.0,0.59,6.0,0.0,0.0,
2023-01-02T00:00,357.6,248.7,10072.0,,163.1,162.7,0.0,0.58,6.0,0.0,0.0,
2023-01-02T01:00,354.8,246.8,9591.0,,146.9,161.5,0.0,0.57,5.0,0.0,0.0,
2023-01-02T02:00,348.3,243.1,8837.0,,127.2,157.9,1.0,0.59,5.0,0.0,0.0,
2023-01-02T03:00,340.9,237.0,8198.0,,114.7,153.9,2.0,0.6,5.0,0.0,0.0,
2023-01-02T04:00,332.5,231.4,7473.0,,103.4,148.6,3.0,0.6,5.0,0.0,0.0,
2023-01-02T05:00,300.8,209.1,5654.0,,179.9,118.8,4.0,0.56,5.0,0.0,0.0,
2023-01-02T06:00,326.0,226.8,6894.0,,187.9,125.0,1.0,0.54,5.0,0.0,0.0,
2023-01-02T07:00,357.6,248.7,8621.0,,198.9,133.9,0.0,0.54,6.0,0.05,0.05,
2023-01-02T08:00,394.9,274.7,9502.0,,196.6,142.2,5.0,0.55,6.0,0.4,0.4,
2023-01-02T09:00,338.1,235.6,7777.0,,168.4,144.1,27.0,0.54,6.0,1.2,1.2,
2023-01-02T10:00,215.1,149.0,4827.0,,126.1,143.4,57.0,0.57,7.0,2.1,2.1,
2023-01-02T11:00,155.5,107.3,1643.0,,78.0,136.1,97.0,0.63,7.0,2.8,2.8,
2023-01-02T12:00,138.8,95.7,839.0,,56.2,121.2,126.0,0.67,7.0,2.9,2.9,
2023-01-02T13:00,130.9,90.3,726.0,,41.3,100.9,154.0,0.68,6.0,2.45,2.45,
2023-01-02T14:00,124.8,85.9,1026.0,,41.7,82.8,168.0,0.69,5.0,1.6,1.6,
2023-01-02T15:00,123.4,85.0,1359.0,,68.3,82.8,145.0,0.69,4.0,0.75,0.75,
2023-01-02T16:00,132.7,92.0,1934.0,,110.9,89.9,103.0,0.68,4.0,0.2,0.2,
2023-01-02T17:00,180.2,125.3,2942.0,,154.6,102.5,49.0,0.65,4.0,0.0,0.0,
2023-01-02T18:00,233.3,162.1,4401.0,,163.0,119.8,36.0,0.63,4.0,0.0,0.0,
2023-01-02T19:00,283.1,197.0,6483.0,,174.9,144.3,18.0,0.61,4.0,0.0,0.0,
2023-01-02T20:00,328.8,229.1,8975.0,,183.0,173.5,0.0,0.62,4.0,0.0,0.0,
2023-01-02T21:00,364.1,254.3,10283.0,,176.9,188.4,0.0,0.62,4.0,0.0,0.0,
2023-01-02T22:00,391.2,272.9,11348.0,,164.6,200.2,0.0,0.62,4.0,0.0,0.0,
2023-01-02T23:00,405.1,283.1,12074.0,,147.4,208.1,0.0,0.6,4.0,0.0,0.0,
2023-01-03T00:00,403.3,281.3,11847.0,,136.8,205.6,0.0,0.59,4.0,0.0,0.0,
2023-01-03T01:00,393.0,274.7,11113.0,,126.3,197.6,0.0,0.56,4.0,0.0,0.0,
2023-01-03T02:00,377.2,262.6,9997.0,,113.9,183.5,0.0,0.53,4.0,0.0,0.0,
2023-01-03T03:00,355.8,248.7,9127.0,,106.1,170.8,0.0,0.52,4.0,0.0,0.0,
2023-01-03T04:00,333.4,232.4,8168.0,,99.3,155.9,0.0,0.52,3.0,0.0,0.0,
2023-01-03T05:00,252.4,176.0,4225.0,,157.5,96.3,4.0,0.49,3.0,0.0,0.0,
2023-01-03T06:00,260.8,182.1,4831.0,,160.6,93.3,1.0,0.48,3.0,0.0,0.0,
2023-01-03T07:00,271.0,189.1,5672.0,,164.6,89.0,0.0,0.47,3.0,0.05,0.05,
2023-01-03T08:00,270.1,188.1,5998.0,,157.2,87.2,8.0,0.46,3.0,0.4,0.4,
2023-01-03T09:00,236.1,164.4,4921.0,,131.9,93.8,37.0,0.45,3.0,1.2,1.2,
2023-01-03T10:00,165.3,114.8,3162.0,,96.1,104.2,77.0,0.48,4.0,2.15,2.15,
2023-01-03T11:00,130.9,90.6,1268.0,,56.8,110.3,123.0,0.52,4.0,2.85,2.85,
2023-01-03T12:00,118.3,81.7,781.0,,42.1,101.7,144.0,0.53,4.0,3.0,3.0,
2023-01-03T13:00,112.2,77.5,708.0,,34.4,86.3,159.0,0.54,5.0,2.5,2.5,
2023-01-03T14:00,107.8,74.3,845.0,,35.5,68.9,159.0,0.55,5.0,1.65,1.65,
2023-01-03T15:00,102.4,70.3,1035.0,,49.0,63.7,135.0,0.55,5.0,0.8,0.8,
2023-01-03T16:00,103.1,70.8,1364.0,,71.2,61.4,96.0,0.53,5.0,0.2,0.2,
2023-01-03T17:00,127.1,88.0,1787.0,,99.9,58.2,57.0,0.54,4.0,0.0,0.0,
2023-01-03T18:00,146.2,100.8,2001.0,,100.6,54.4,48.0,0.52,5.0,0.0,0.0,
2023-01-03T19:00,145.8,100.1,2304.0,,101.5,49.0,35.0,0.55,6.0,0.0,0.0,
2023-01-03T20:00,144.4,99.0,2572.0,,100.5,43.2,21.0,0.58,8.0,0.0,0.0,
2023-01-03T21:00,145.3,99.2,2562.0,,97.1,42.0,18.0,0.59,10.0,0.0,0.0,
2023-01-03T22:00,145.8,99.2,2442.0,,92.1,42.2,18.0,0.59,11.0,0.0,0.0,
2023-01-03T23:00,142.0,95.9,2201.0,,83.7,41.7,21.0,0.59,13.0,0.0,0.0,
2023-01-04T00:00,133.6,90.1,1947.0,,75.6,39.5,25.0,0.59,13.0,0.0,0.0,
2023-01-04T01:00,127.6,85.7,1634.0,,66.2,36.4,31.0,0.6,14.0,0.0,0.0,
2023-01-04T02:00,123.9,83.4,1317.0,,54.8,33.4,39.0,0.58,13.0,0.0,0.0,
2023-01-04T03:00,122.5,82.7,1207.0,,47.0,32.8,44.0,0.58,12.0,0.0,0.0,
2023-01-04T04:00,122.5,83.1,1171.0,,39.8,33.1,49.0,0.57,11.0,0.0,0.0,
2023-01-04T05:00,138.3,95.0,1444.0,,51.3,37.2,35.0,0.58,8.0,0.0,0.0,
2023-01-04T06:00,133.2,91.7,1746.0,,56.0,37.0,32.0,0.57,7.0,0.0,0.0,
2023-01-04T07:00,137.8,95.5,2170.0,,62.7,36.8,27.0,0.55,5.0,0.05,0.05,
2023-01-04T08:00,145.8,101.3,2495.0,,67.2,39.8,34.0,0.54,3.0,0.35,0.35,
2023-01-04T09:00,140.6,97.8,2338.0,,63.5,47.8,57.0,0.51,3.0,1.05,1.05,
2023-01-04T10:00,136.0,94.5,1977.0,,56.2,58.8,91.0,0.48,3.0,1.9,1.9,
2023-01-04T11:00,128.1,88.9,1521.0,,46.2,69.3,130.0,0.46,3.0,2.65,2.65,
2023-01-04T12:00,116.4,80.6,1276.0,,37.3,70.1,152.0,0.47,4.0,2.85,2.85,
2023-01-04T13:00,110.6,76.4,1059.0,,27.8,67.3,169.0,0.48,4.0,2.4,2.4,
2023-01-04T14:00,107.1,73.8,980.0,,27.1,63.6,173.0,0.49,5.0,1.6,1.6,
2023-01-04T15:00,105.2,72.2,1132.0,,44.7,62.3,150.0,0.48,5.0,0.75,0.75,
2023-01-04T16:00,106.2,72.6,1430.0,,72.2,61.2,111.0,0.45,5.0,0.2,0.2,
2023-01-04T17:00,159.7,110.8,2085.0,,106.5,67.6,61.0,0.56,4.0,0.0,0.0,
2023-01-04T18:00,196.0,136.0,2846.0,,111.9,71.2,46.0,0.52,5.0,0.0,0.0,
2023-01-04T19:00,217.5,150.4,3929.0,,119.5,76.2,26.0,0.5,6.0,0.0,0.0,
2023-01-04T20:00,229.1,158.3,5123.0,,126.8,81.9,4.0,0.49,7.0,0.0,0.0,
2023-01-04T21:00,238.4,164.8,5609.0,,127.4,85.3,0.0,0.5,8.0,0.0,0.0,
2023-01-04T22:00,249.6,171.8,5894.0,,125.6,88.2,0.0,0.51,10.0,0.0,0.0,
2023-01-04T23:00,255.2,175.1,5839.0,,121.5,87.3,0.0,0.54,12.0,0.0,0.0,
2023-01-05T00:00,244.9,168.1,5291.0,,117.8,80.6,0.0,0.56,13.0,0.0,0.0,
2023-01-05T01:00,231.0,157.9,4416.0,,113.1,70.2,1.0,0.58,13.0,0.0,0.0,
2023-01-05T02:00,218.4,149.5,3365.0,,105.2,57.7,3.0,0.59,13.0,0.0,0.0,
2023-01-05T03:00,210.5,143.9,2843.0,,96.8,52.2,7.0,0.61,13.0,0.0,0.0,
2023-01-05T04:00,205.4,140.6,2428.0,,87.2,48.0,12.0,0.63,12.0,0.0,0.0,
2023-01-05T05:00,212.3,145.3,2642.0,,112.3,47.1,4.0,0.69,12.0,0.0,0.0,
2023-01-05T06:00,203.0,138.8,2674.0,,105.8,44.2,9.0,0.68,12.0,0.0,0.0,
2023-01-05T07:00,196.5,135.0,2717.0,,96.6,40.2,16.0,0.7,11.0,0.0,0.05,
2023-01-05T08:00,192.8,132.2,2671.0,,84.9,38.0,33.0,0.7,10.0,0.2,0.35,
2023-01-05T09:00,185.3,127.1,2486.0,,78.8,41.5,53.0,0.72,9.0,0.55,0.95,
2023-01-05T10:00,184.9,127.6,2218.0,,73.6,47.7,79.0,0.79,8.0,1.3,1.7,
2023-01-05T11:00,180.7,124.8,1880.0,,66.2,56.0,112.0,0.62,7.0,2.4,2.5,
2023-01-05T12:00,174.6,120.6,1641.0,,56.5,61.5,138.0,0.52,7.0,2.8,2.85,
2023-01-05T13:00,165.8,114.6,1411.0,,45.3,66.8,164.0,0.5,6.0,2.5,2.5,
2023-01-05T14:00,155.1,107.1,1333.0,,43.8,72.2,176.0,0.48,6.0,1.65,1.65,
2023-01-05T15:00,146.7,101.3,1500.0,,62.2,73.3,153.0,0.46,6.0,0.8,0.8,
2023-01-05T16:00,145.3,100.1,1823.0,,91.4,73.1,113.0,0.45,5.0,0.2,0.2,
2023-01-05T17:00,197.4,137.4,2703.0,,130.4,90.6,58.0,0.49,4.0,0.0,0.0,
2023-01-05T18:00,244.0,169.5,3820.0,,138.1,99.2,43.0,0.46,4.0,0.0,0.0,
2023-01-05T19:00,280.3,194.6,5410.0,,148.7,111.7,22.0,0.45,5.0,0.0,0.0,
2023-01-05T20:00,309.2,214.7,7208.0,,155.8,125.6,0.0,0.46,6.0,0.0,0.0,
2023-01-05T21:00,330.6,230.0,8027.0,,149.3,132.6,0.0,0.46,7.0,0.0,0.0,
2023-01-05T22:00,349.2,242.1,8589.0,,136.8,137.6,0.0,0.46,8.0,0.0,0.0,
2023-01-05T23:00,355.8,246.8,8651.0,,121.2,136.1,0.0,0.47,9.0,0.0,0.0,
2023-01-06T00:00,337.1,233.3,7869.0,,113.3,123.8,0.0,0.47,9.0,0.0,0.0,
2023-01-06T01:00,306.4,212.3,6564.0,,106.8,104.9,0.0,0.48,9.0,0.0,0.0,
2023-01-06T02:00,283.1,195.6,4981.0,,102.7,83.1,0.0,0.48,9.0,0.0,0.0,
2023-01-06T03:00,265.4,183.5,4205.0,,106.2,74.5,0.0,0.49,9.0,0.0,0.0,
2023-01-06T04:00,255.2,176.0,3583.0,,113.4,69.2,0.0,0.51,9.0,0.0,0.0,
2023-01-06T05:00,206.3,142.5,3162.0,,111.8,54.0,15.0,0.65,7.0,0.0,0.0,
2023-01-06T06:00,192.3,132.2,2912.0,,105.9,57.2,20.0,0.65,7.0,0.0,0.0,
2023-01-06T07:00,180.2,124.3,2557.0,,97.6,62.0,27.0,0.7,7.0,0.0,0.05,
2023-01-06T08:00,172.8,119.2,2158.0,,88.3,69.9,41.0,0.76,6.0,0.2,0.35,
2023-01-06T09:00,170.9,118.3,2012.0,,85.7,77.9,54.0,0.73,5.0,0.65,0.95,
2023-01-06T10:00,167.2,115.7,1935.0,,84.9,87.3,70.0,0.78,5.0,1.35,1.8,
2023-01-06T11:00,174.2,120.6,1860.0,,82.8,96.6,95.0,0.71,4.0,2.2,2.5,
2023-01-06T12:00,175.6,122.0,1768.0,,75.8,99.1,124.0,0.6,4.0,2.7,2.85,
2023-01-06T13:00,180.2,125.3,1679.0,,67.0,99.1,159.0,0.53,4.0,2.5,2.55,
2023-01-06T14:00,184.4,128.1,1701.0,,65.8,96.3,180.0,0.49,4.0,1.65,1.7,
2023-01-06T15:00,183.0,126.7,1861.0,,81.6,91.4,159.0,0.47,4.0,0.8,0.85,
2023-01-06T16:00,177.9,123.4,2118.0,,106.3,84.4,119.0,0.45,4.0,0.2,0.25,
2023-01-06T17:00,237.0,165.8,2892.0,,148.3,99.6,62.0,0.55,2.0,0.0,0.0,
2023-01-06T18:00,271.0,189.5,3616.0,,151.2,96.3,47.0,0.51,2.0,0.0,0.0,
2023-01-06T19:00,285.9,199.8,4636.0,,155.1,91.5,25.0,0.48,2.0,0.0,0.0,
2023-01-06T20:00,275.7,192.3,5505.0,,154.6,85.4,3.0,0.46,2.0,0.0,0.0,
2023-01-06T21:00,253.3,176.5,5295.0,,145.0,81.1,0.0,0.45,2.0,0.0,0.0,
2023-01-06T22:00,237.5,165.8,4657.0,,130.6,76.8,0.0,0.43,2.0,0.0,0.0,
2023-01-06T23:00,235.2,163.9,3924.0,,113.9,75.0,1.0,0.42,3.0,0.0,0.0,
2023-01-07T00:00,239.3,166.7,3777.0,,107.4,80.3,1.0,0.41,4.0,0.0,0.0,
2023-01-07T01:00,250.5,174.2,3772.0,,103.4,89.1,0.0,0.42,4.0,0.0,0.0,
2023-01-07T02:00,266.4,185.3,3739.0,,100.2,95.6,0.0,0.43,5.0,0.0,0.0,
2023-01-07T03:00,272.9,189.5,3594.0,,99.3,91.7,0.0,0.45,5.0,0.0,0.0,
2023-01-07T04:00,262.6,182.5,3411.0,,99.8,83.4,0.0,0.48,5.0,0.0,0.0,
2023-01-07T05:00,215.1,149.9,2456.0,,104.6,56.6,1.0,0.53,3.0,0.0,0.0,
2023-01-07T06:00,203.0,141.1,2408.0,,97.3,52.2,5.0,0.54,3.0,0.0,0.0,
2023-01-07T07:00,199.3,138.8,2337.0,,87.1,45.9,11.0,0.54,4.0,0.05,0.05,
2023-01-07T08:00,188.1,130.9,2212.0,,75.4,40.5,24.0,0.52,4.0,0.35,0.4,
2023-01-07T09:00,188.1,130.9,2092.0,,71.7,41.5,40.0,0.47,4.0,1.15,1.2,
2023-01-07T10:00,179.3,124.8,1950.0,,69.9,45.0,60.0,0.4,4.0,2.25,2.3,
2023-01-07T11:00,165.3,115.0,1751.0,,65.7,50.1,87.0,0.39,4.0,3.2,3.2,
2023-01-07T12:00,148.5,103.1,1533.0,,55.2,53.0,112.0,0.38,4.0,3.5,3.5,
2023-01-07T13:00,139.7,96.9,1290.0,,42.0,56.0,139.0,0.37,5.0,3.0,3.0,
2023-01-07T14:00,134.1,92.7,1227.0,,39.0,59.9,153.0,0.37,5.0,2.0,2.0,
2023-01-07T15:00,129.5,89.4,1540.0,,60.8,63.5,130.0,0.37,5.0,0.95,0.95,
2023-01-07T16:00,131.8,91.0,2058.0,,95.0,67.3,88.0,0.36,5.0,0.25,0.25,
2023-01-07T17:00,197.4,137.4,2818.0,,137.1,82.8,43.0,0.46,4.0,0.0,0.0,
2023-01-07T18:00,231.9,160.7,3191.0,,138.4,77.7,34.0,0.46,5.0,0.0,0.0,
2023-01-07T19:00,231.9,160.2,3717.0,,139.9,70.3,21.0,0.47,7.0,0.0,0.0,
2023-01-07T20:00,221.2,152.3,4180.0,,137.6,61.7,7.0,0.5,9.0,0.0,0.0,
2023-01-07T21:00,206.8,141.6,4132.0,,129.6,58.0,4.0,0.51,10.0,0.0,0.0,
2023-01-07T22:00,205.4,140.6,3882.0,,118.2,55.3,4.0,0.51,12.0,0.0,0.0,
2023-01-07T23:00,215.6,147.1,3500.0,,102.8,52.2,6.0,0.51,13.0,0.0,0.0,
2023-01-08T00:00,219.8,150.4,3249.0,,92.7,49.5,9.0,0.52,13.0,0.0,0.0,
2023-01-08T01:00,218.9,149.9,2978.0,,82.7,47.0,13.0,0.53,14.0,0.0,0.0,
2023-01-08T02:00,214.7,147.1,2647.0,,71.2,43.8,19.0,0.54,13.0,0.0,0.0,
2023-01-08T03:00,210.0,143.9,2413.0,,64.2,41.3,25.0,0.58,12.0,0.0,0.0,
2023-01-08T04:00,203.0,139.7,2194.0,,58.3,38.7,31.0,0.63,10.0,0.0,0.0,
2023-01-08T05:00,194.2,134.1,1921.0,,46.5,36.8,45.0,0.71,7.0,0.0,0.0,
2023-01-08T06:00,194.6,135.0,2093.0,,49.2,35.7,42.0,0.71,6.0,0.0,0.0,
2023-01-08T07:00,198.8,137.8,2336.0,,53.0,34.2,37.0,0.73,6.0,0.05,0.05,
2023-01-08T08:00,204.4,142.0,2542.0,,56.5,35.0,42.0,0.72,5.0,0.35,0.35,
2023-01-08T09:00,209.5,145.8,2501.0,,56.8,40.4,59.0,0.66,5.0,1.05,1.05,
2023-01-08T10:00,209.5,145.3,2361.0,,56.0,48.2,85.0,0.62,6.0,2.05,2.05,
2023-01-08T11:00,204.9,141.6,2156.0,,52.8,56.9,121.0,0.58,8.0,2.85,2.85,
2023-01-08T12:00,198.8,136.9,1988.0,,45.0,59.8,153.0,0.56,10.0,3.1,3.15,
2023-01-08T13:00,190.0,129.9,1804.0,,34.8,61.2,188.0,0.54,12.0,2.65,2.7,
2023-01-08T14:00,181.6,123.4,1744.0,,34.4,62.0,207.0,0.51,14.0,1.85,1.85,
2023-01-08T15:00,177.4,120.1,1936.0,,55.8,62.3,181.0,0.49,14.0,0.9,0.9,
2023-01-08T16:00,178.8,121.1,2270.0,,88.5,62.1,134.0,0.48,14.0,0.25,0.25,
2023-01-08T17:00,250.5,173.2,3325.0,,149.7,77.7,75.0,0.57,8.0,0.0,0.0,
2023-01-08T18:00,277.5,191.9,3974.0,,151.0,77.6,61.0,0.53,9.0,0.0,0.0,
2023-01-08T19:00,288.7,198.8,4899.0,,152.7,77.7,41.0,0.5,11.0,0.0,0.0,
2023-01-08T20:00,298.0,204.9,5977.0,,150.9,79.3,19.0,0.48,14.0,0.0,0.0,
2023-01-08T21:00,308.3,211.4,6498.0,,143.8,83.1,10.0,0.49,17.0,0.0,0.0,
2023-01-08T22:00,323.2,220.7,6889.0,,133.3,88.2,4.0,0.5,20.0,0.0,0.0,
2023-01-08T23:00,334.3,228.2,7105.0,,120.2,94.2,0.0,0.51,23.0,0.0,0.0,
2023-01-09T00:00,338.1,230.0,6929.0,,113.1,97.4,0.0,0.52,25.0,0.0,0.0,
2023-01-09T01:00,339.9,231.0,6528.0,,107.0,99.9,0.0,0.52,27.0,0.0,0.0,
2023-01-09T02:00,343.7,232.8,5978.0,,99.4,100.6,0.0,0.52,28.0,0.0,0.0,
2023-01-09T03:00,349.2,236.6,5646.0,,91.6,98.7,0.0,0.51,27.0,0.0,0.0,
2023-01-09T04:00,347.4,235.6,5321.0,,83.4,94.9,0.0,0.53,25.0,0.0,0.0,
2023-01-09T05:00,400.5,273.8,6700.0,,203.2,112.8,5.0,0.54,25.0,0.0,0.0,
2023-01-09T06:00,374.4,257.0,6604.0,,192.4,100.3,4.0,0.54,23.0,0.0,0.0,
2023-01-09T07:00,344.6,236.1,6457.0,,177.0,82.7,3.0,0.55,19.0,0.05,0.05,
2023-01-09T08:00,338.1,232.4,6015.0,,159.8,64.2,12.0,0.61,15.0,0.3,0.4,
2023-01-09T09:00,326.9,225.4,5356.0,,155.9,59.5,32.0,0.61,13.0,0.95,1.15,
2023-01-09T10:00,308.3,212.8,4503.0,,155.7,59.2,60.0,0.53,12.0,2.05,2.2,
2023-01-09T11:00,283.1,195.1,3450.0,,146.8,61.8,99.0,0.5,11.0,2.95,3.1,
2023-01-09T12:00,244.0,168.6,2769.0,,120.0,65.3,134.0,0.51,9.0,3.15,3.35,
2023-01-09T13:00,216.1,149.5,2143.0,,84.2,70.6,171.0,0.5,7.0,2.7,2.9,
2023-01-09T14:00,194.2,134.6,1758.0,,61.2,77.9,189.0,0.49,5.0,1.8,1.95,
2023-01-09T15:00,181.6,125.7,1951.0,,86.0,82.2,156.0,0.49,4.0,0.85,0.95,
2023-01-09T16:00,197.9,137.8,2463.0,,132.2,86.3,96.0,0.47,3.0,0.25,0.25,
2023-01-09T17:00,246.8,172.3,3607.0,,180.8,101.8,28.0,0.48,2.0,0.0,0.0,
2023-01-09T18:00,284.1,198.4,4739.0,,187.1,111.5,21.0,0.45,2.0,0.0,0.0,
2023-01-09T19:00,317.6,221.7,6351.0,,195.9,125.3,11.0,0.42,3.0,0.0,0.0,
2023-01-09T20:00,347.4,243.1,8157.0,,204.8,139.4,0.0,0.4,3.0,0.0,0.0,
2023-01-09T21:00,369.7,258.0,8961.0,,207.9,143.6,0.0,0.39,3.0,0.0,0.0,
2023-01-09T22:00,380.0,265.4,9495.0,,208.9,144.4,0.0,0.39,2.0,0.0,0.0,
2023-01-09T23:00,377.2,263.6,9479.0,,201.8,137.4,0.0,0.38,2.0,0.0,0.0,
2023-01-10T00:00,351.1,244.9,8603.0,,185.6,122.2,0.0,0.39,2.0,0.0,0.0,
2023-01-10T01:00,317.6,222.1,7177.0,,163.0,100.8,0.0,0.4,2.0,0.0,0.0,
2023-01-10T02:00,284.1,198.4,5387.0,,135.9,75.5,0.0,0.42,2.0,0.0,0.0,
2023-01-10T03:00,257.0,179.3,4398.0,,122.7,63.2,0.0,0.43,2.0,0.0,0.0,
2023-01-10T04:00,233.8,163.0,3529.0,,112.3,53.7,0.0,0.42,2.0,0.0,0.0,
2023-01-10T05:00,216.1,150.9,2674.0,,110.6,43.3,6.0,0.45,3.0,0.0,0.0,
2023-01-10T06:00,204.0,142.0,2710.0,,102.4,41.1,9.0,0.46,3.0,0.0,0.0,
2023-01-10T07:00,198.4,138.3,2757.0,,90.8,38.0,13.0,0.46,2.0,0.05,0.05,
2023-01-10T08:00,197.9,137.8,2707.0,,77.3,37.0,26.0,0.44,2.0,0.4,0.45,
2023-01-10T09:00,197.0,137.4,2512.0,,72.3,41.7,44.0,0.41,2.0,1.2,1.3,
2023-01-10T10:00,194.6,135.5,2229.0,,69.4,49.0,68.0,0.36,3.0,2.45,2.5,
2023-01-10T11:00,174.6,121.5,1842.0,,63.5,56.5,99.0,0.35,4.0,3.45,3.5,
2023-01-10T12:00,146.2,101.0,1543.0,,52.2,57.5,123.0,0.34,6.0,3.8,3.8,
2023-01-10T13:00,127.1,87.1,1234.0,,38.1,56.5,147.0,0.33,8.0,3.25,3.3,
2023-01-10T14:00,116.2,78.5,1012.0,,30.2,54.0,160.0,0.33,11.0,2.2,2.2,
2023-01-10T15:00,113.9,75.7,1089.0,,41.7,51.5,141.0,0.33,14.0,1.05,1.05,
2023-01-10T16:00,119.0,78.2,1310.0,,62.4,48.4,106.0,0.33,17.0,0.3,0.3,
2023-01-10T17:00,127.6,87.1,1892.0,,100.6,56.1,52.0,0.28,9.0,0.0,0.0,
2023-01-10T18:00,154.1,104.5,2399.0,,105.1,56.4,40.0,0.27,11.0,0.0,0.0,
2023-01-10T19:00,172.8,116.9,3116.0,,111.5,56.8,24.0,0.27,14.0,0.0,0.0,
2023-01-10T20:00,179.3,120.6,3768.0,,115.4,56.0,8.0,0.28,18.0,0.0,0.0,
2023-01-10T21:00,182.1,122.0,3745.0,,111.2,53.5,7.0,0.3,20.0,0.0,0.0,
2023-01-10T22:00,183.5,122.9,3465.0,,103.2,50.0,11.0,0.31,21.0,0.0,0.0,
2023-01-10T23:00,185.3,124.3,3028.0,,91.9,45.8,17.0,0.34,21.0,0.0,0.0,
2023-01-11T00:00,185.8,124.8,2732.0,,84.8,43.7,21.0,0.37,20.0,0.0,0.0,
2023-01-11T01:00,187.7,126.7,2408.0,,77.6,42.1,25.0,0.4,19.0,0.0,0.0,
2023-01-11T02:00,192.3,130.9,2080.0,,68.8,40.7,30.0,0.46,16.0,0.0,0.0,
2023-01-11T03:00,197.4,134.6,1957.0,,62.4,40.3,34.0,0.54,14.0,0.0,0.0,
2023-01-11T04:00,198.4,136.0,1909.0,,56.3,40.5,38.0,0.59,12.0,0.0,0.0,
2023-01-11T05:00,182.5,125.3,1647.0,,32.8,35.4,69.0,0.67,9.0,0.0,0.0,
2023-01-11T06:00,183.0,126.2,1791.0,,37.7,37.2,65.0,0.68,8.0,0.0,0.0,
2023-01-11T07:00,183.5,126.7,1996.0,,44.8,39.7,60.0,0.7,7.0,0.0,0.05,
2023-01-11T08:00,183.5,127.1,2215.0,,53.8,43.9,60.0,0.72,5.0,0.2,0.4,
2023-01-11T09:00,186.7,129.9,2291.0,,59.4,47.8,69.0,0.75,5.0,0.7,1.15,
2023-01-11T10:00,197.0,136.9,2322.0,,64.6,52.1,84.0,0.78,5.0,1.8,2.05,
2023-01-11T11:00,197.0,136.9,2297.0,,69.2,58.2,108.0,0.62,5.0,2.95,3.05,
2023-01-11T12:00,197.9,137.4,2142.0,,66.4,62.2,136.0,0.51,5.0,3.35,3.55,
2023-01-11T13:00,193.2,133.6,1919.0,,60.9,66.2,168.0,0.49,6.0,2.85,3.1,
2023-01-11T14:00,183.5,126.7,1897.0,,67.7,73.7,187.0,0.49,6.0,1.9,2.1,
2023-01-11T15:00,180.7,124.3,2313.0,,97.8,83.8,163.0,0.52,6.0,0.9,1.0,
2023-01-11T16:00,188.6,129.9,2959.0,,140.4,96.2,119.0,0.58,5.0,0.25,0.25,
